gene_name	human_gene_id	human_protein_ids	OG_N0	pike_gene_id	salmon_gene_id	ratio	interacting_genes
CAPN3	ENSG00000092529	P20807	OG6v0002989.45	ENSELUG00000022858	ENSSSAG00000000059,ENSSSAG00000007967	1:1:2	ENSG00000130508
EPN3	ENSG00000049283	Q9H201	OG6v0003003.45	ENSELUG00000015520	ENSSSAG00000089243,ENSSSAG00000119000	1:1:2	ENSG00000205726
POC1B	ENSG00000139323	Q8TC44	OG6v0003026.64	ENSELUG00000012019	ENSSSAG00000004082	1:1:1	ENSG00000164087
LRRC3	ENSG00000160233	Q9BY71	OG6v0003081.45	ENSELUG00000009980	ENSSSAG00000085196	1:1:1	ENSG00000169962
ALKAL2	ENSG00000189292	Q6UX46	OG6v0003100.45	ENSELUG00000000544	ENSSSAG00000039438	1:1:1	ENSG00000171094
ARHGAP23	ENSG00000275832	Q9P227	OG6v0003130.44	ENSELUG00000016646	ENSSSAG00000068870,ENSSSAG00000043635	1:1:2	ENSG00000143033
SLC12A2	ENSG00000064651	P55011	OG6v0003141.44	ENSELUG00000018889	ENSSSAG00000071196,ENSSSAG00000004840	1:1:2	ENSG00000074803
TRAK1	ENSG00000182606	Q9UPV9	OG6v0003153.44	ENSELUG00000002286	ENSSSAG00000078303	1:1:1	ENSG00000140983
TBC1D12	ENSG00000108239	O60347	OG6v0003162.44	ENSELUG00000005153	ENSSSAG00000071345	1:1:1	ENSG00000111737
NCL	ENSG00000115053	P19338	OG6v0003167.44	ENSELUG00000006033	ENSSSAG00000009241	1:1:1	ENSG00000164362
KHSRP	ENSG00000088247	Q92945	OG6v0003169.44	ENSELUG00000008445	ENSSSAG00000046236,ENSSSAG00000042417	1:1:2	ENSG00000142178
ALAS1	ENSG00000023330	P13196	OG6v0003172.44	ENSELUG00000015461	ENSSSAG00000059816	1:1:1	ENSG00000158578
CRTAC1	ENSG00000095713	Q9NQ79	OG6v0003177.44	ENSELUG00000021908	ENSSSAG00000000725	1:1:1	ENSG00000124702
LMNA	ENSG00000160789	P02545	OG6v0003178.44	ENSELUG00000011994	ENSSSAG00000072180,ENSSSAG00000008349	1:1:2	ENSG00000072310
RBPJ	ENSG00000168214	Q06330	OG6v0003191.60	ENSELUG00000011029	ENSSSAG00000003166,ENSSSAG00000041441	1:1:2	ENSG00000168267
RORA	ENSG00000069667	P35398	OG6v0003202.44	ENSELUG00000018082	ENSSSAG00000066827,ENSSSAG00000074849	1:1:2	ENSG00000185591
HTRA3	ENSG00000170801	P83110	OG6v0003206.44	ENSELUG00000000360	ENSSSAG00000098533	1:1:1	ENSG00000169495
IDH2	ENSG00000182054	P48735	OG6v0003214.44	ENSELUG00000019359	ENSSSAG00000052047,ENSSSAG00000078593	1:1:2	ENSG00000138413
SSTR4	ENSG00000132671	P31391	OG6v0003238.60	ENSELUG00000012320	ENSSSAG00000102952,ENSSSAG00000039187	1:1:2	ENSG00000213023
HOXA2	ENSG00000105996	O43364	OG6v0003241.44	ENSELUG00000007865	ENSSSAG00000002095,ENSSSAG00000026556	1:1:2	ENSG00000145147
MMD2	ENSG00000136297	Q8IY49	OG6v0003261.44	ENSELUG00000025771	ENSSSAG00000110000,ENSSSAG00000087712	1:1:2	ENSG00000134285
PSME3	ENSG00000131467	P61289	OG6v0003265.67	ENSELUG00000006404	ENSSSAG00000049432,ENSSSAG00000010640	1:1:2	ENSG00000100911
FGF3	ENSG00000186895	P11487	OG6v0003269.67	ENSELUG00000010037	ENSSSAG00000075678,ENSSSAG00000006079	1:1:2	ENSG00000160867
GOLT1B	ENSG00000111711	Q9Y3E0	OG6v0003292.43	ENSELUG00000011564	ENSSSAG00000082709,ENSSSAG00000117298	1:1:2	ENSG00000063978
TMEM14C	ENSG00000111843	Q9P0S9	OG6v0003299.55	ENSELUG00000033865	ENSSSAG00000081454,ENSSSAG00000083841	1:1:2	ENSG00000171631
HIP1R	ENSG00000130787	O75146	OG6v0003318.43	ENSELUG00000015579	ENSSSAG00000075156,ENSSSAG00000075836	1:1:2	ENSG00000075218
TMC6	ENSG00000141524	Q7Z403	OG6v0003325.61	ENSELUG00000018568	ENSSSAG00000082590,ENSSSAG00000096361	1:1:2	ENSG00000185043
CYP2J2	ENSG00000134716	P51589	OG6v0003336.42	ENSELUG00000005369	ENSSSAG00000103073	1:1:1	ENSG00000189051
MATN3	ENSG00000132031	O15232	OG6v0003337.43	ENSELUG00000014863	ENSSSAG00000073270	1:1:1	ENSG00000162510
SNRK	ENSG00000163788	Q9NRH2	OG6v0003344.43	ENSELUG00000004229	ENSSSAG00000089465,ENSSSAG00000105762	1:1:2	ENSG00000170549
PWWP3A	ENSG00000160953	Q2TAK8	OG6v0003353.45	ENSELUG00000028866	ENSSSAG00000115313,ENSSSAG00000049662	1:1:2	ENSG00000163029
CHRNA2	ENSG00000120903	Q15822	OG6v0003374.43	ENSELUG00000005219	ENSSSAG00000039537,ENSSSAG00000109866	1:1:2	ENSG00000101204
SENP5	ENSG00000119231	Q96HI0	OG6v0003450.43	ENSELUG00000018895	ENSSSAG00000111881,ENSSSAG00000042418	1:1:2	ENSG00000176953
AQP8	ENSG00000103375	O94778	OG6v0003456.66	ENSELUG00000006113	ENSSSAG00000110207,ENSSSAG00000038092	1:1:2	ENSG00000240583
TMT1A	ENSG00000185432	Q9H8H3	OG6v0003468.42	ENSELUG00000018938	ENSSSAG00000085447,ENSSSAG00000077210	1:1:2	ENSG00000129048
ECRG4	ENSG00000119147	Q9H1Z8	OG6v0003481.43	ENSELUG00000034561	ENSSSAG00000067245	1:1:1	ENSG00000162643
ZFYVE1	ENSG00000165861	Q9HBF4	OG6v0003538.42	ENSELUG00000020302	ENSSSAG00000040119,ENSSSAG00000057772	1:1:2	ENSG00000057663
PLK2	ENSG00000145632	Q9NYY3	OG6v0003547.42	ENSELUG00000000772	ENSSSAG00000039671	1:1:1	ENSG00000185043
CSGALNACT1	ENSG00000147408	Q8TDX6	OG6v0003557.42	ENSELUG00000004777	ENSSSAG00000044262,ENSSSAG00000104034	1:1:2	ENSG00000169826
SLC7A8	ENSG00000092068	Q9UHI5	OG6v0003569.42	ENSELUG00000003747	ENSSSAG00000008484,ENSSSAG00000042367	1:1:2	ENSG00000178607
MACROD1	ENSG00000133315	Q9BQ69	OG6v0003575.57	ENSELUG00000007504	ENSSSAG00000065879	1:1:1	ENSG00000126756
MAPRE3	ENSG00000084764	Q9UPY8	OG6v0003618.42	ENSELUG00000020621	ENSSSAG00000009963	1:1:1	ENSG00000166974
H1-8	ENSG00000178804	Q8IZA3	OG6v0003623.41	ENSELUG00000008189	ENSSSAG00000112538	1:1:1	ENSG00000129116
AQP1	ENSG00000240583	P29972	OG6v0003626.56	ENSELUG00000023130	ENSSSAG00000000221,ENSSSAG00000062851	1:1:2	ENSG00000103375
EIF1	ENSG00000173812	P41567	OG6v0003654.51	ENSELUG00000015327	ENSSSAG00000002926,ENSSSAG00000008330	1:1:2	ENSG00000125977
PATJ	ENSG00000132849	Q8NI35	OG6v0003671.40	ENSELUG00000002898	ENSSSAG00000043932,ENSSSAG00000075664	1:1:2	ENSG00000072415
KAZN	ENSG00000189337	Q674X7	OG6v0003687.55	ENSELUG00000023241	ENSSSAG00000081375,ENSSSAG00000072766	1:1:2	ENSG00000061337
TMPRSS3	ENSG00000160183	P57727	OG6v0003724.41	ENSELUG00000003710	ENSSSAG00000081471	1:1:1	ENSG00000139263
FGL2	ENSG00000127951	Q14314	OG6v0003732.41	ENSELUG00000010300	ENSSSAG00000010813,ENSSSAG00000103928	1:1:2	ENSG00000171557
TMBIM1	ENSG00000135926	Q969X1	OG6v0003762.41	ENSELUG00000000144	ENSSSAG00000093921	1:1:1	ENSG00000164270
PRDX6	ENSG00000117592	P30041	OG6v0003786.41	ENSELUG00000007213	ENSSSAG00000057023	1:1:1	ENSG00000117862
SZRD1	ENSG00000055070	Q7Z422	OG6v0003814.57	ENSELUG00000007517	ENSSSAG00000082792,ENSSSAG00000085019	1:1:2	ENSG00000169217
SLC6A8	ENSG00000130821	P48029	OG6v0003864.40	ENSELUG00000010479	ENSSSAG00000073066	1:1:1	ENSG00000109956
SOAT1	ENSG00000057252	P35610	OG6v0003869.40	ENSELUG00000008616	ENSSSAG00000069576	1:1:1	ENSG00000167780
SOAT2	ENSG00000167780	O75908	OG6v0003869.59	ENSELUG00000010574	ENSSSAG00000054974	1:1:1	ENSG00000057252
KCNS3	ENSG00000170745	Q9BQ31	OG6v0003878.40	ENSELUG00000014664	ENSSSAG00000073482	1:1:1	ENSG00000158445
UBAP1L	ENSG00000246922	F5GYI3	OG6v0003893.40	ENSELUG00000020625	ENSSSAG00000099327	1:1:1	ENSG00000168591
GPR20	ENSG00000204882	Q99678	OG6v0003899.40	ENSELUG00000005313	ENSSSAG00000035453,ENSSSAG00000047264	1:1:2	ENSG00000154721
LYVE1	ENSG00000133800	Q9Y5Y7	OG6v0003906.40	ENSELUG00000011520	ENSSSAG00000005461	1:1:1	ENSG00000077498
BAALC	ENSG00000164929	Q8WXS3	OG6v0003924.40	ENSELUG00000005229	ENSSSAG00000039427	1:1:1	ENSG00000197417
ANKRD9	ENSG00000156381	Q96BM1	OG6v0003930.55	ENSELUG00000004434	ENSSSAG00000083291,ENSSSAG00000098525	1:1:2	ENSG00000117174
FAM3C	ENSG00000196937	Q92520	OG6v0003940.40	ENSELUG00000001830	ENSSSAG00000101565,ENSSSAG00000107588	1:1:2	ENSG00000213593
RAB38	ENSG00000123892	P57729	OG6v0003942.54	ENSELUG00000011561	ENSSSAG00000116874	1:1:1	ENSG00000178950
GUCA1A	ENSG00000048545	P43080	OG6v0003957.50	ENSELUG00000002288	ENSSSAG00000085222,ENSSSAG00000121021	1:1:2	ENSG00000071282
TRAPPC14	ENSG00000146826	Q8WVR3	OG6v0004021.39	ENSELUG00000006727	ENSSSAG00000064910	1:1:1	ENSG00000167632
SPATA6	ENSG00000132122	Q9NWH7	OG6v0004032.39	ENSELUG00000007831	ENSSSAG00000081401,ENSSSAG00000106644	1:1:2	ENSG00000174799
SLC22A5	ENSG00000197375	O76082	OG6v0004037.39	ENSELUG00000021564	ENSSSAG00000100867	1:1:1	ENSG00000154645
F9	ENSG00000101981	P00740	OG6v0004039.39	ENSELUG00000024057	ENSSSAG00000069791	1:1:1	ENSG00000180210
SERPINA10	ENSG00000140093	Q9UK55	OG6v0004053.39	ENSELUG00000009479	ENSSSAG00000009145	1:1:1	ENSG00000126231
LSM14B	ENSG00000149657	Q9BX40	OG6v0004067.39	ENSELUG00000005780	ENSSSAG00000081659	1:1:1	ENSG00000110367
MCUR1	ENSG00000050393	Q96AQ8	OG6v0004094.39	ENSELUG00000033508	ENSSSAG00000071887	1:1:1	ENSG00000137500
CCDC90B	ENSG00000137500	Q9GZT6	OG6v0004094.55	ENSELUG00000009362	ENSSSAG00000041908	1:1:1	ENSG00000050393
PPIC	ENSG00000168938	P45877	OG6v0004101.56	ENSELUG00000007473	ENSSSAG00000116131	1:1:1	ENSG00000144401
GLTP	ENSG00000139433	Q9NZD2	OG6v0004104.39	ENSELUG00000003047	ENSSSAG00000099699	1:1:1	ENSG00000136874
CDK5RAP2	ENSG00000136861	Q96SN8	OG6v0004114.39	ENSELUG00000020809	ENSSSAG00000078794,ENSSSAG00000004356	1:1:2	ENSG00000103995
TNNT2	ENSG00000118194	P45379	OG6v0004215.38	ENSELUG00000015772	ENSSSAG00000068269	1:1:1	ENSG00000159173
DGUOK	ENSG00000114956	Q16854	OG6v0004235.57	ENSELUG00000021430	ENSSSAG00000118797	1:1:1	ENSG00000156136
PRELID3B	ENSG00000101166	Q9Y3B1	OG6v0004254.37	ENSELUG00000027446	ENSSSAG00000077670,ENSSSAG00000004227	1:1:2	ENSG00000090266
B3GNT4	ENSG00000176383	Q9C0J1	OG6v0004273.48	ENSELUG00000033738	ENSSSAG00000075469,ENSSSAG00000114712	1:1:2	ENSG00000166111
GOLM1	ENSG00000135052	Q8NBJ4	OG6v0004302.37	ENSELUG00000002723	ENSSSAG00000069701	1:1:1	ENSG00000155324
GALNT6	ENSG00000139629	Q8NCL4	OG6v0004311.37	ENSELUG00000010359	ENSSSAG00000049562	1:1:1	ENSG00000034693
CISD1	ENSG00000122873	Q9NZ45	OG6v0004382.37	ENSELUG00000015140	ENSSSAG00000078607,ENSSSAG00000054306	1:1:2	ENSG00000145354
LMTK3	ENSG00000142235	Q96Q04	OG6v0004415.35	ENSELUG00000014858	ENSSSAG00000109343,ENSSSAG00000004726	1:1:2	ENSG00000158156
RNF180	ENSG00000164197	Q86T96	OG6v0004443.49	ENSELUG00000011598	ENSSSAG00000099351	1:1:1	ENSG00000178394
P4HA2	ENSG00000072682	O15460	OG6v0004445.43	ENSELUG00000021666	ENSSSAG00000068099	1:1:1	ENSG00000122884
DYNC1LI1	ENSG00000144635	Q9Y6G9	OG6v0004460.53	ENSELUG00000008274	ENSSSAG00000004520,ENSSSAG00000042843	1:1:2	ENSG00000204843
SCML4	ENSG00000146285	Q8N228	OG6v0004466.43	ENSELUG00000018952	ENSSSAG00000073670,ENSSSAG00000088209	1:1:2	ENSG00000155893
SH2D4A	ENSG00000104611	Q9H788	OG6v0004468.54	ENSELUG00000017453	ENSSSAG00000045509	1:1:1	ENSG00000115145
DCX	ENSG00000077279	O43602	OG6v0004480.36	ENSELUG00000018368	ENSSSAG00000051877,ENSSSAG00000067715	1:1:2	ENSG00000180176
RCE1	ENSG00000173653	Q9Y256	OG6v0004492.42	ENSELUG00000012352	ENSSSAG00000098780,ENSSSAG00000120059	1:1:2	ENSG00000072952
ARHGEF17	ENSG00000110237	Q96PE2	OG6v0004547.34	ENSELUG00000010368	ENSSSAG00000068440,ENSSSAG00000064666	1:1:2	ENSG00000213672
DLC1	ENSG00000164741	Q96QB1	OG6v0004554.35	ENSELUG00000018057	ENSSSAG00000002334,ENSSSAG00000042369	1:1:2	ENSG00000137076
CAPN15	ENSG00000103326	O75808	OG6v0004562.40	ENSELUG00000008954	ENSSSAG00000059658	1:1:1	ENSG00000179776
AGBL3	ENSG00000146856	Q8NEM8	OG6v0004565.55	ENSELUG00000000332	ENSSSAG00000079511	1:1:1	ENSG00000187624
SLC22A2	ENSG00000112499	O15244	OG6v0004586.34	ENSELUG00000022298	ENSSSAG00000067590,ENSSSAG00000049776	1:1:2	ENSG00000180745
GPR108	ENSG00000125734	Q9NPR9	OG6v0004595.34	ENSELUG00000012137	ENSSSAG00000000525,ENSSSAG00000005059	1:1:2	ENSG00000186889
CRYZL1	ENSG00000205758	O95825	OG6v0004636.34	ENSELUG00000020661	ENSSSAG00000006909,ENSSSAG00000042514	1:1:2	ENSG00000162869
PGAP2	ENSG00000148985	Q9UHJ9	OG6v0004649.35	ENSELUG00000012709	ENSSSAG00000104629	1:1:1	ENSG00000100532
DAZL	ENSG00000092345	Q92904	OG6v0004651.34	ENSELUG00000006175	ENSSSAG00000116219,ENSSSAG00000091289	1:1:2	ENSG00000135409
KCTD6	ENSG00000168301	Q8NC69	OG6v0004659.35	ENSELUG00000001817	ENSSSAG00000068564	1:1:1	ENSG00000141084
SOD3	ENSG00000109610	P08294	OG6v0004666.45	ENSELUG00000018985	ENSSSAG00000103400	1:1:1	ENSG00000173992
CDC42SE2	ENSG00000158985	Q9NRR3	OG6v0004689.35	ENSELUG00000016635	ENSSSAG00000081817	1:1:1	ENSG00000176087
CDC42SE1	ENSG00000197622	Q9NRR8	OG6v0004689.46	ENSELUG00000004306	ENSSSAG00000117684,ENSSSAG00000117324	1:1:2	ENSG00000123545
TMEM97	ENSG00000109084	Q5BJF2	OG6v0004694.35	ENSELUG00000021022	ENSSSAG00000119230	1:1:1	ENSG00000162366
ZNF236	ENSG00000130856	Q9UL36	OG6v0004720.33	ENSELUG00000020211	ENSSSAG00000076830,ENSSSAG00000034272	1:1:2	ENSG00000198677
ZMYM4	ENSG00000146463	Q5VZL5	OG6v0004723.33	ENSELUG00000023076	ENSSSAG00000078909,ENSSSAG00000063173	1:1:2	ENSG00000143442
SYNPO2L	ENSG00000166317	Q9H987	OG6v0004727.33	ENSELUG00000015472	ENSSSAG00000069555,ENSSSAG00000112156	1:1:2	ENSG00000072110
TENT4A	ENSG00000112941	Q5XG87	OG6v0004741.38	ENSELUG00000024141	ENSSSAG00000105183,ENSSSAG00000004361	1:1:2	ENSG00000147905
TRIM25	ENSG00000121060	Q14258	OG6v0004749.33	ENSELUG00000013450	ENSSSAG00000046838,ENSSSAG00000054152	1:1:2	ENSG00000110583
YES1	ENSG00000176105	P07947	OG6v0004756.33	ENSELUG00000008554	ENSSSAG00000070866,ENSSSAG00000073876	1:1:2	ENSG00000160219
STEAP4	ENSG00000127954	Q687X5	OG6v0004775.33	ENSELUG00000007369	ENSSSAG00000003833,ENSSSAG00000041680	1:1:2	ENSG00000064300
ACOT9	ENSG00000123130	Q9Y305	OG6v0004777.33	ENSELUG00000012671	ENSSSAG00000109432,ENSSSAG00000078036	1:1:2	ENSG00000146648
GPR84	ENSG00000139572	Q9NQS5	OG6v0004781.33	ENSELUG00000015567	ENSSSAG00000085917	1:1:1	ENSG00000129625
DEDD2	ENSG00000160570	Q8WXF8	OG6v0004793.33	ENSELUG00000018333	ENSSSAG00000003442,ENSSSAG00000059305	1:1:2	ENSG00000145868
ERP27	ENSG00000139055	Q96DN0	OG6v0004812.33	ENSELUG00000003151	ENSSSAG00000002500,ENSSSAG00000007076	1:1:2	ENSG00000116209
GDF1	ENSG00000130283	P27539	OG6v0004816.37	ENSELUG00000014949	ENSSSAG00000101365,ENSSSAG00000108321	1:1:2	ENSG00000156574
RCAN1	ENSG00000159200	P53805	OG6v0004817.33	ENSELUG00000004039	ENSSSAG00000087114,ENSSSAG00000042673	1:1:2	ENSG00000146476
RHOQ	ENSG00000119729	P17081	OG6v0004821.38	ENSELUG00000018425	ENSSSAG00000122159,ENSSSAG00000001304	1:1:2	ENSG00000149269
PRRC2A	ENSG00000204469	P48634	OG6v0004864.33	ENSELUG00000001569	ENSSSAG00000073828	1:1:1	ENSG00000070366
PLEKHG5	ENSG00000171680	O94827	OG6v0004873.33	ENSELUG00000005382	ENSSSAG00000039585,ENSSSAG00000064902	1:1:2	ENSG00000197601
FAM184B	ENSG00000047662	Q9ULE4	OG6v0004875.32	ENSELUG00000000204	ENSSSAG00000118273	1:1:1	ENSG00000115137
SPECC1	ENSG00000128487	Q5M775	OG6v0004881.32	ENSELUG00000022344	ENSSSAG00000048700,ENSSSAG00000003917	1:1:2	ENSG00000154553
DDI2	ENSG00000197312	Q5TDH0	OG6v0004890.32	ENSELUG00000009316	ENSSSAG00000042815,ENSSSAG00000068751	1:1:2	ENSG00000179262
ARHGAP42	ENSG00000165895	A6NI28	OG6v0004891.43	ENSELUG00000023917	ENSSSAG00000105303	1:1:1	ENSG00000175984
L3MBTL1	ENSG00000185513	Q9Y468	OG6v0004896.32	ENSELUG00000013312	ENSSSAG00000039754,ENSSSAG00000004850	1:1:2	ENSG00000163935
TRIM8	ENSG00000171206	Q9BZR9	OG6v0004925.32	ENSELUG00000017999	ENSSSAG00000094514,ENSSSAG00000067244	1:1:2	ENSG00000180667
IRX3	ENSG00000177508	P78415	OG6v0004948.32	ENSELUG00000005810	ENSSSAG00000075896,ENSSSAG00000068682	1:1:2	ENSG00000166192
IL11RA	ENSG00000137070	Q14626	OG6v0004956.32	ENSELUG00000013333	ENSSSAG00000004944,ENSSSAG00000047554	1:1:2	ENSG00000134352
NPBWR2	ENSG00000125522	P48146	OG6v0004963.35	ENSELUG00000018281	ENSSSAG00000056575,ENSSSAG00000084524	1:1:2	ENSG00000152430
TNFSF10	ENSG00000121858	P50591	OG6v0004976.32	ENSELUG00000011752	ENSSSAG00000094417,ENSSSAG00000006412	1:1:2	ENSG00000118689
IKBIP	ENSG00000166130	Q70UQ0	OG6v0004984.33	ENSELUG00000001887	ENSSSAG00000015054	1:1:1	ENSG00000168077
RLF	ENSG00000117000	Q13129	OG6v0005048.31	ENSELUG00000000531	ENSSSAG00000009205,ENSSSAG00000003287	1:1:2	ENSG00000128833
ZNF335	ENSG00000198026	Q9H4Z2	OG6v0005062.31	ENSELUG00000014890	ENSSSAG00000070091,ENSSSAG00000042511	1:1:2	ENSG00000105810
FAM193A	ENSG00000125386	P78312	OG6v0005063.31	ENSELUG00000004310	ENSSSAG00000005348,ENSSSAG00000009541	1:1:2	ENSG00000176248
AFF2	ENSG00000155966	P51816	OG6v0005074.33	ENSELUG00000013368	ENSSSAG00000053621,ENSSSAG00000057351	1:1:2	ENSG00000171843
EIF5B	ENSG00000158417	O60841	OG6v0005079.31	ENSELUG00000001132	ENSSSAG00000039332,ENSSSAG00000053976	1:1:2	ENSG00000137154
MMRN2	ENSG00000173269	Q9H8L6	OG6v0005090.31	ENSELUG00000018134	ENSSSAG00000069040,ENSSSAG00000066228	1:1:2	ENSG00000125810
PDE6C	ENSG00000095464	P51160	OG6v0005118.31	ENSELUG00000004408	ENSSSAG00000007238,ENSSSAG00000062679	1:1:2	ENSG00000133256
OXR1	ENSG00000164830	Q8N573	OG6v0005120.31	ENSELUG00000005759	ENSSSAG00000048531,ENSSSAG00000039262	1:1:2	ENSG00000116039
RNF216	ENSG00000011275	Q9NWF9	OG6v0005123.31	ENSELUG00000011346	ENSSSAG00000011634,ENSSSAG00000112468	1:1:2	ENSG00000078967
PLA2G6	ENSG00000184381	O60733	OG6v0005124.31	ENSELUG00000021286	ENSSSAG00000002042	1:1:1	ENSG00000163110
ARHGEF38	ENSG00000236699	Q9NXL2	OG6v0005130.31	ENSELUG00000017188	ENSSSAG00000052863,ENSSSAG00000115773	1:1:2	ENSG00000147439
TYW1B	ENSG00000277149	Q6NUM6	OG6v0005135.32	ENSELUG00000008449	ENSSSAG00000076029,ENSSSAG00000071159	1:1:2	ENSG00000102967
NOS1AP	ENSG00000198929	O75052	OG6v0005148.31	ENSELUG00000003580	ENSSSAG00000023006,ENSSSAG00000096231	1:1:2	ENSG00000161011
CLPB	ENSG00000162129	Q9H078	OG6v0005156.37	ENSELUG00000010906	ENSSSAG00000064422,ENSSSAG00000093993	1:1:2	ENSG00000122203
SLC5A1	ENSG00000100170	P13866	OG6v0005157.31	ENSELUG00000018612	ENSSSAG00000099403,ENSSSAG00000096485	1:1:2	ENSG00000162366
CLCC1	ENSG00000121940	Q96S66	OG6v0005161.31	ENSELUG00000020390	ENSSSAG00000115353,ENSSSAG00000046045	1:1:2	ENSG00000186889
MFSD4B	ENSG00000173214	Q5TF39	OG6v0005170.31	ENSELUG00000018422	ENSSSAG00000074140,ENSSSAG00000112966	1:1:2	ENSG00000134146
ZNF513	ENSG00000163795	Q8N8E2	OG6v0005184.31	ENSELUG00000005489	ENSSSAG00000096983,ENSSSAG00000052120	1:1:2	ENSG00000010256
TNIP2	ENSG00000168884	Q8NFZ5	OG6v0005199.32	ENSELUG00000004362	ENSSSAG00000015561,ENSSSAG00000005559	1:1:2	ENSG00000109320
MIEF2	ENSG00000177427	Q96C03	OG6v0005203.31	ENSELUG00000016481	ENSSSAG00000090669	1:1:1	ENSG00000100335
PTX3	ENSG00000163661	P26022	OG6v0005205.31	ENSELUG00000008512	ENSSSAG00000088405,ENSSSAG00000092865	1:1:2	ENSG00000079931
VSX1	ENSG00000100987	Q9NZR4	OG6v0005228.31	ENSELUG00000017514	ENSSSAG00000062565,ENSSSAG00000067122	1:1:2	ENSG00000152822
PPA2	ENSG00000138777	Q9H2U2	OG6v0005230.31	ENSELUG00000017225	ENSSSAG00000053072,ENSSSAG00000004079	1:1:2	ENSG00000180817
SFRP1	ENSG00000104332	Q8N474	OG6v0005238.34	ENSELUG00000005064	ENSSSAG00000074486,ENSSSAG00000006176	1:1:2	ENSG00000154342
BAMBI	ENSG00000095739	Q13145	OG6v0005250.34	ENSELUG00000033421	ENSSSAG00000109871,ENSSSAG00000080921	1:1:2	ENSG00000106799
CRYBA2	ENSG00000163499	P53672	OG6v0005262.31	ENSELUG00000014619	ENSSSAG00000057041,ENSSSAG00000064540	1:1:2	ENSG00000244752
FKBP14	ENSG00000106080	Q9NWM8	OG6v0005264.31	ENSELUG00000016947	ENSSSAG00000055070	1:1:1	ENSG00000135677
MTHFS	ENSG00000136371	P49914	OG6v0005266.31	ENSELUG00000024394	ENSSSAG00000009490,ENSSSAG00000115775	1:1:2	ENSG00000176953
BCORL1	ENSG00000085185	Q5H9F3	OG6v0005333.30	ENSELUG00000025071	ENSSSAG00000085135,ENSSSAG00000068723	1:1:2	ENSG00000115289
CUX2	ENSG00000111249	O14529	OG6v0005336.30	ENSELUG00000024422	ENSSSAG00000067031,ENSSSAG00000078893	1:1:2	ENSG00000257923
ADAR	ENSG00000160710	P55265	OG6v0005338.30	ENSELUG00000012523	ENSSSAG00000006364,ENSSSAG00000043633	1:1:2	ENSG00000108021
UACA	ENSG00000137831	Q9BZF9	OG6v0005342.30	ENSELUG00000021409	ENSSSAG00000040259,ENSSSAG00000096373	1:1:2	ENSG00000183323
ACE	ENSG00000159640	P12821	OG6v0005345.30	ENSELUG00000011851	ENSSSAG00000056126,ENSSSAG00000054045	1:1:2	ENSG00000130234
SCAF11	ENSG00000139218	Q99590	OG6v0005358.30	ENSELUG00000002038	ENSSSAG00000015784,ENSSSAG00000121844	1:1:2	ENSG00000119862
FCHO1	ENSG00000130475	O14526	OG6v0005359.30	ENSELUG00000015040	ENSSSAG00000070105,ENSSSAG00000071378	1:1:2	ENSG00000157107
TENT5D	ENSG00000174016	Q8NEK8	OG6v0005368.30	ENSELUG00000026169	ENSSSAG00000008096,ENSSSAG00000091180	1:1:2	ENSG00000099991
DZIP1	ENSG00000134874	Q86YF9	OG6v0005386.30	ENSELUG00000022900	ENSSSAG00000081543,ENSSSAG00000041925	1:1:2	ENSG00000100211
UIMC1	ENSG00000087206	Q96RL1	OG6v0005388.35	ENSELUG00000011329	ENSSSAG00000015792,ENSSSAG00000055906	1:1:2	ENSG00000197299
ADAM23	ENSG00000114948	O75077	OG6v0005396.30	ENSELUG00000023532	ENSSSAG00000067526,ENSSSAG00000074953	1:1:2	ENSG00000116983
DVL1	ENSG00000107404	O14640	OG6v0005402.30	ENSELUG00000021053	ENSSSAG00000063702,ENSSSAG00000074869	1:1:2	ENSG00000161202
FAM171B	ENSG00000144369	Q6P995	OG6v0005410.30	ENSELUG00000003581	ENSSSAG00000111581,ENSSSAG00000098158	1:1:2	ENSG00000148468
TSGA10	ENSG00000135951	Q9BZW7	OG6v0005425.30	ENSELUG00000006038	ENSSSAG00000039034,ENSSSAG00000113836	1:1:2	ENSG00000061337
LRP10	ENSG00000197324	Q7Z4F1	OG6v0005427.30	ENSELUG00000003357	ENSSSAG00000040569,ENSSSAG00000006270	1:1:2	ENSG00000135956
SH3BP1	ENSG00000100092	Q9Y3L3	OG6v0005436.30	ENSELUG00000019508	ENSSSAG00000014741,ENSSSAG00000003294	1:1:2	ENSG00000006740
MAN1C1	ENSG00000117643	Q9NR34	OG6v0005439.30	ENSELUG00000016996	ENSSSAG00000042479,ENSSSAG00000073815	1:1:2	ENSG00000139970
CD58	ENSG00000116815	P19256	OG6v0005440.30	ENSELUG00000005327	ENSSSAG00000054780	1:1:1	ENSG00000116824
FRRS1	ENSG00000156869	Q6ZNA5	OG6v0005449.31	ENSELUG00000002693	ENSSSAG00000068674	1:1:1	ENSG00000180745
FLAD1	ENSG00000160688	Q8NFF5	OG6v0005453.30	ENSELUG00000011807	ENSSSAG00000051001,ENSSSAG00000037910	1:1:2	ENSG00000162063
ATOSB	ENSG00000005238	Q7L5A3	OG6v0005454.30	ENSELUG00000021779	ENSSSAG00000105391,ENSSSAG00000042618	1:1:2	ENSG00000119953
